#            ID              RA             Dec            z           Mstar             SFR            sSFR        deltaMS1        deltaMS2        deltaMS3        deltaMS4        deltaGas        cosmoAge     is_uplim     is_stack           w_obs          w_rest                     Source
#
             32    149.81570000      2.65030000         1.02         2.8e+10           15.49            0.65       -0.155246      -0.0672859       -0.120491       0.0964213            1.15         5.69442            0            0          856.55          424.03                    890088
             33    149.54210000      2.58160000         1.01         3.9e+10           26.92               1     -0.00840993        0.065021       0.0358491        0.198593        0.617949         5.73319            1            0          856.55          426.14                    846385
             34    150.76420000      1.90770000         1.02         2.8e+10           22.39            0.92       0.0047542       0.0927141       0.0395094        0.256421             0.5         5.69442            1            0          856.55          424.03                    405136
             35    149.81800000      2.01320000         1.04           4e+10           25.12            0.88      -0.0650721      0.00845841      -0.0169614        0.139453           0.365          5.6181            1            0          856.55          419.88                    471515
             36    149.97000000      1.67310000         1.01         3.2e+10           12.88            0.51       -0.269048       -0.187106       -0.232679      -0.0354927        0.434375         5.73319            1            0          856.55          426.14                    257225
             37    149.97920000      1.82780000         1.19         3.8e+10           29.51            0.85      -0.0662317       0.0112618      -0.0100172        0.144834            1.05         5.09338            0            0          856.55          391.12                    354566
             38    150.01820000      2.41770000         1.12         5.2e+10           15.85            0.46       -0.393016       -0.327724       -0.323824         -0.2216             0.4         5.32824            1            0          856.55          404.03                    737603
             39    149.86010000      2.49200000         1.19         5.2e+10            30.2            0.78       -0.152617      -0.0863518      -0.0810819       0.0186144        0.523077         5.09338            0            0          856.55          391.12                    787724
             40    150.09460000      2.12800000         1.22           6e+10           27.54            0.66       -0.252882       -0.191505       -0.170301       -0.100196        0.498333         4.99768            0            0          856.55          385.83                    543756
             41    150.02560000      2.52110000         1.03         7.9e+10           32.36            0.96       -0.153595       -0.109115      -0.0446969      -0.0400958        0.283544         5.65606            1            0          856.55          421.95                    805480
             42    149.73950000      2.34130000         1.01         3.8e+10           29.51             1.1       0.0393845        0.113933       0.0823549        0.249874        0.752632         5.73319            0            0          856.55          426.14                    687914
             43    149.83880000      2.37750000         1.21         3.9e+10           69.18             1.9        0.285183        0.361612        0.343294        0.492419         3.28205         5.02926            0            0          856.55          387.58                    711951
             44    150.07470000      2.51300000         1.26         3.9e+10           60.26             1.6        0.199577        0.275343        0.260033         0.40502        0.558974         4.87442            1            0          856.55             379                    800281
             45    150.11640000      2.62530000         1.02         3.9e+10           42.66            1.54        0.185179        0.259028        0.230326        0.392515        0.610256         5.69442            1            0          856.55          424.03                    873708
             46    150.35240000      2.21010000         1.23         9.9e+10          107.15            2.28        0.177191        0.221396        0.313662        0.266815         1.22222         4.96641            0            0          856.55           384.1                    599889
             47    150.27120000      2.31840000         1.16         8.5e+10           75.86            1.84        0.113552        0.161404        0.231945        0.222092        0.682353           5.192            0            0          856.55          396.55                    671444
             48    149.83670000      2.69180000         1.01         5.4e+10           39.81            1.32       0.0639405        0.123371        0.130813        0.227264        0.892593         5.73319            0            0          856.55          426.14                    918541
             49    150.10990000      2.79940000         1.09         4.4e+10           43.65            1.38        0.115533        0.186649        0.172338        0.308405           0.575         5.43414            1            0          856.55          409.83                    984597
             50    149.77210000      2.51710000         1.14         7.2e+10           56.23            1.45       0.0459913       0.0994219        0.145119        0.175571         1.73611         5.25943            0            0          856.55          400.26                    802829
             51    150.21800000      2.52170000          1.2         7.4e+10           75.86            1.77        0.133402        0.187213        0.235417        0.259806         1.30541         5.06116            0            0          856.55          389.34                    806656
             52    150.06280000      2.57410000         1.01         9.5e+10            63.1            1.84        0.094433         0.12956        0.229018        0.181934        0.209474         5.73319            0            0          856.55          426.14                    842212
             53    150.27050000      2.03380000          1.2         4.1e+10           58.88            1.63        0.205072        0.279806        0.264463        0.406254        0.404878         5.06116            1            0          856.55          389.34                    483264
             54    149.69610000      2.12230000         1.37        1.28e+11          128.82            2.21        0.105073        0.142629        0.270401         0.16067          1.1875         4.55921            0            0          856.55          361.41                    541203
             55    150.05370000      2.68610000         1.03        2.88e+11            87.1            2.21       -0.112866        -0.12291        0.257608       -0.171861       0.0822917         5.65606            1            0          856.55          421.95                    914622
             56    150.66150000      2.79700000         1.18        1.05e+11           89.13               2        0.107187        0.147969        0.253828        0.189034        0.575238         5.12592            0            0          856.55          392.91                    983395
             57    150.34770000      2.80150000         1.25        1.39e+11           81.28             1.6      -0.0586533      -0.0255088        0.129005      -0.0114994        0.386331         4.90478            0            0          856.55          380.69                    985857
             58    149.84900000      1.93370000         1.24        2.12e+11           74.13            1.44       -0.223609       -0.205111       0.0479746       -0.229365        0.169811         4.93544            0            0          856.55          382.39                    422455
             59    150.34460000      1.95400000         1.24        1.86e+11           58.88            1.15       -0.283169       -0.260221      -0.0395363       -0.272542        0.226882         4.93544            0            0          856.55          382.39                    434350
             60    149.66330000      2.06670000         1.24        1.66e+11          123.03            2.43       0.0719912       0.0988086        0.292897       0.0968627        0.516867         4.93544            0            0          856.55          382.39                    505822
             61    150.15410000      1.80420000         1.11        1.59e+11            91.2            2.15       0.0328294       0.0544667        0.255087       0.0587965        0.672956         5.36318            0            0          856.55          405.95                    340442
             62    149.86340000      2.61780000         1.32         3.5e+10          109.65            2.74        0.464199        0.542015        0.525239        0.679926         5.51429         4.69836            0            0          856.55           369.2                    868539
             63    150.41030000      2.62640000         1.15         2.8e+10            91.2            3.14        0.538971        0.627908        0.587427        0.790036         3.82143         5.22554            0            0          856.55           398.4                    288391
             64    149.91910000      2.76050000         1.16         3.5e+10          117.49            3.67        0.575228        0.655831        0.627263        0.797443         3.62857           5.192            0            0          856.55          396.55                    960580
             65    149.78430000      1.91280000         1.16         3.9e+10          128.82            3.84        0.582095        0.658704        0.637452        0.790446        0.848718           5.192            0            0          856.55          396.55                    409265
             66    150.09080000      1.82110000            1         3.5e+10           81.28            3.14        0.510493        0.588176        0.548872        0.731698        0.397143         5.77237            1            0          856.55          428.27                    351159
             67    149.81170000      2.21230000         1.22         9.5e+10          223.87            4.86        0.515409        0.560833         0.64671        0.610231        0.244211         4.99768            1            0          856.55          385.83                    601886
             68    149.40160000      2.45090000         1.19         7.6e+10          173.78            4.09        0.490768        0.543448        0.595723        0.613804         1.96053         5.09338            0            0          856.55          391.12                    237348
             69    149.90860000      2.48330000         1.25         7.5e+10          131.83            2.91        0.342257        0.396174        0.445121        0.466454        0.337333         4.90478            0            0          856.55          380.69                    781580
             70    150.21740000      2.11410000         1.13         4.4e+10          165.96             4.9         0.67211        0.743972        0.731209        0.865187        0.963636         5.29366            0            0          856.55          402.14                    134318
             71    150.12360000      2.14980000         1.17         8.3e+10          141.25             3.4        0.385069        0.434089        0.500399        0.496776         1.05783          5.1588            0            0          856.55          394.72                    560724
             72    150.39870000      2.18850000         1.04         7.8e+10          151.36            4.43        0.513664        0.559331        0.621104        0.629419         1.74359          5.6181            0            0          856.55          419.88                    585275
             73    150.53070000      2.77550000         1.36         9.6e+10           213.8            3.83        0.420004        0.466168        0.546737        0.510787        0.465625         4.58651            0            0          856.55          362.94                    969105
             74    150.41790000      2.55850000         1.21         7.1e+10          190.55            4.46        0.540643        0.596059        0.638349        0.672226         1.74648         5.02926            0            0          856.55          387.58                    831023
             75    149.97410000      1.64350000         1.04         7.6e+10          144.54            4.24        0.501493        0.548243        0.605681        0.620699        0.736842          5.6181            0            0          856.55          419.88                      6496
             76    150.35030000      1.92820000          1.2         8.3e+10          141.25            3.21         0.36809        0.417834         0.48297         0.47996         1.25301         5.06116            0            0          856.55          389.34                    418048
             77    150.00870000      2.02570000         1.19         7.6e+10          123.03            2.93        0.340768        0.393448        0.445723        0.463804        0.923684         5.09338            0            0          856.55          391.12                    108065
             78    149.43240000      1.69240000         1.26         6.1e+10          144.54            3.24        0.441015        0.501874        0.525142        0.590755         2.31148         4.87442            0            0          856.55             379                    269311
             79    149.59860000      2.20040000          1.2        2.24e+11          275.42            5.65        0.352645         0.36721        0.641029         0.33879        0.852679         5.06116            0            0          856.55          389.34                    160476
             80    150.12960000      2.62140000         1.41        2.31e+11          190.55            2.91       0.0703106       0.0910296        0.339976       0.0537701         0.78355         4.45256            0            0          856.55          355.41                    872762
             81    150.22310000      2.69030000          1.3        1.24e+11          263.03            5.01        0.460118        0.498049        0.625628        0.521176        0.209677         4.75591            1            0          856.55          372.41                    916658
             82    150.04250000      2.52660000         1.18        1.85e+11           134.9            2.85        0.113345        0.133643        0.361424        0.123051        0.664865         5.12592            0            0          856.55          392.91                    811432
             83    150.18950000      2.03700000         1.18        1.12e+11          154.88            3.44        0.327378        0.365827        0.483745        0.401005        0.991071         5.12592            0            0          856.55          392.91                    485345
             84    150.41300000      1.85170000          1.2        1.26e+11          128.82            2.79        0.199661        0.234613        0.373903        0.258668        0.660317         5.06116            0            0          856.55          389.34                    370733
             85    149.98130000      2.25360000         1.36         2.2e+10          229.09            6.77        0.911175         1.00165        0.983125         1.18064         2.91818         4.58651            0            0          856.55          362.94                    627524
             86    150.50360000      1.81180000         1.16         3.6e+10          218.78            6.58        0.836602        0.916166        0.889375         1.05521         2.59722           5.192            0            0          856.55          396.55                    344653
             87    149.83250000      2.06600000         1.15         6.6e+10          275.42            7.06        0.756761        0.813723        0.847042         0.89765         2.04545         5.22554            0            0          856.55           398.4                    504172
             88    150.01200000      1.65210000          1.3         4.2e+10          446.68           10.92         1.02692         1.09949         1.09107         1.22135         1.70476         4.75591            0            0          856.55          372.41                      9254
             89    150.09810000      2.16580000          1.2        2.06e+11             302            6.15        0.418418        0.435951        0.687853        0.415171        0.495146         5.06116            0            0          856.55          389.34                    570293
             90    150.46910000      1.89960000          2.2         3.5e+10           72.44            0.69     -0.00141325       0.0328486       0.0658141        0.204602        0.654286         2.95837            1            0          856.55          267.67                    399465
             91    150.02510000      2.02880000         2.17         2.6e+10           50.12            0.56      -0.0563078      -0.0170754       0.0339267        0.182696        0.865385         2.99939            1            0          856.55          270.21                    479473
             92    149.96350000      1.76150000            2         3.2e+10           64.57            0.78       0.0259228       0.0712175        0.100043        0.255183         0.68125         3.25039            0            0          856.55          285.52                     35012
             93    149.77560000      2.55710000         2.03         2.7e+10           66.07            0.83       0.0841356        0.130298        0.169831        0.329462         2.21111         3.20367            0            0          856.55          282.69                    829041
             94    149.95610000      2.23010000         2.43         2.1e+10           75.86            0.73        0.142545        0.172039         0.25484        0.380134        0.938095         2.67215            1            0          856.55          249.72                    612589
             95    150.71180000      2.37240000         2.28         3.1e+10           52.48            0.49       -0.118287      -0.0861865      -0.0432657       0.0937158        0.622581         2.85336            1            0          856.55          261.14                    708203
             96    150.12980000      1.75360000         2.31           5e+10           85.11            0.66      -0.0736364        -0.04762      -0.0256191       0.0874084           1.246         2.81554            0            0          856.55          258.78                    306429
             97    149.91300000      2.48060000         2.89         7.2e+10          123.03            0.72       -0.137755       -0.125394       -0.131898      -0.0652216        0.909722         2.21953            0            0          856.55          220.19                    777598
             98    150.03170000      2.09870000         2.34         8.2e+10          102.33            0.68       -0.164809       -0.144595       -0.119593      -0.0560561          1.0939         2.77853            0            0          856.55          256.45                    524944
             99    150.20280000      1.81910000         2.39        1.59e+11          165.96            0.96       -0.186466       -0.173485       -0.106167       -0.147836         0.60566         2.71859            0            0          856.55          252.67                    348260
            100    150.57950000      2.38500000         2.71        1.15e+11          109.65            0.59       -0.318263       -0.306825       -0.295096        -0.27332            0.56         2.38049            0            0          856.55          230.88                    715833
            101    149.81650000      1.77980000         2.11         3.3e+10          194.98            2.08        0.468667        0.507882        0.540479        0.687413         2.53636         3.08426            0            0          856.55          275.42                    323041
            102    149.60070000      2.76290000         2.37         1.6e+10          194.98            2.34        0.654439        0.688987        0.794435        0.925094         1.30625         2.74231            1            0          856.55          254.17                    961356
            103    149.71670000      1.86090000         2.28         3.2e+10          218.78            2.01        0.491154        0.522921        0.563663        0.699928          4.0625         2.85336            0            0          856.55          261.14                    374178
            104    150.11930000      2.22410000         2.25         1.7e+10           89.13            1.14        0.317552        0.357535        0.451726        0.593408         5.36471         2.89201            0            0          856.55          263.55                    608918
            105    150.35270000      2.45110000         1.91         2.4e+10          123.03            1.82        0.423821        0.478818        0.516861        0.616281             0.8         3.39742            1            0          856.55          294.35                    759305
            106    149.74640000      2.08450000         2.14         3.8e+10          125.89            1.25        0.225031        0.261005        0.288755        0.426971        0.510526         3.04135            1            0          856.55          272.79                    516419
            107    149.92350000      1.90380000         2.16         8.7e+10          251.19            1.94        0.246401        0.271272        0.307856        0.361169         1.93103         3.01327            0            0          856.55          271.06                    401783
            108    149.90980000      1.92340000         2.07           4e+10          102.33            1.04        0.134925        0.173486        0.197867        0.336236          1.9775         3.14304            0            0          856.55          279.01                    414218
            109    149.74460000      1.97240000          2.3         7.8e+10          199.53            1.37        0.150443        0.172266        0.197496        0.267175        0.994872         2.82805            0            0          856.55          259.56                    444936
            110    149.88380000      1.98120000         2.13         7.9e+10          177.83            1.41        0.135635        0.162712        0.195507        0.262175         1.59494         3.05554            0            0          856.55          273.66                     95500
            111    150.36990000      1.67070000         2.01         7.9e+10          123.03            1.11      0.00668891       0.0380673       0.0751847        0.139527        0.526582         3.23469            0            0          856.55          284.57                    254938
            112    150.72200000      2.54190000          2.3         7.5e+10          323.59            2.26        0.373499        0.395723        0.419774        0.494208            0.36         2.82805            0            0          856.55          259.56                    818426
            113    150.11890000      2.03210000         2.15         8.4e+10          128.82               1      -0.0295567     -0.00392778       0.0311789       0.0894375        0.228571         3.02726            1            0          856.55          271.92                    482039
            114    149.98990000      2.17410000         2.01         5.4e+10          190.55            1.91        0.321588        0.358602        0.381181         0.49476         1.03333         3.23469            0            0          856.55          284.57                    575173
            115    150.01640000      2.32100000         2.33         5.2e+10           213.8             1.6        0.309128        0.334072        0.355203        0.464619         2.88462         2.79078            0            0          856.55          257.22                    672025
            116    150.09340000      2.50730000         2.22         7.6e+10          162.18            1.21       0.0869832        0.111529        0.139203        0.211903         2.69737         2.93154            0            0          856.55          266.01                    254150
            117    150.45520000      2.08350000         2.78         5.6e+10           213.8            1.33        0.203921        0.218137        0.225567         0.31133         1.41964         2.31568            0            0          856.55           226.6                    514900
            118    149.60420000      1.71640000         2.05        2.37e+11          257.04            1.96      -0.0454023       -0.031002        0.134559       -0.030208        0.957806         3.17312            0            0          856.55          280.84                    283400
            119    149.77680000      1.76100000          2.3        1.28e+11          295.12            1.87        0.155563        0.172325        0.227424        0.222059        0.796875         2.82805            0            0          856.55          259.56                    311139
            120    149.47570000      2.58820000         2.04        2.63e+11          229.09            1.72       -0.126804       -0.113714        0.072699       -0.122278        0.441065         3.18833            0            0          856.55          281.76                    277716
            121    149.63670000      2.68240000         2.23         1.1e+11          169.82            1.18      -0.0180154      0.00205757        0.050166       0.0683618        0.214545         2.91826            0            0          856.55          265.19                    909889
            122    150.12660000      2.69610000         2.22        2.32e+11          281.84            1.82      -0.0432014      -0.0313634        0.107269      -0.0327709         1.09052         2.93154            0            0          856.55          266.01                    919588
            123    150.31780000      2.71650000         2.58         2.8e+11           288.4            1.43       -0.174849        -0.16799      -0.0526224       -0.205701        0.964286         2.50905            0            0          856.55          239.26                    932436
            124    149.52600000      2.77690000         2.09        1.29e+11          239.88            1.82         0.11402        0.135901        0.209462        0.191502        0.596899         3.11343            0            0          856.55           277.2                    969701
            125    150.53980000      2.55860000         1.84        2.64e+11          199.53            1.87       -0.126154       -0.110046        0.106533       -0.185291        0.556818          3.5194            0            0          856.55           301.6                    830116
            126    150.52700000      2.15410000         2.73        1.64e+11          416.87            2.18        0.138377        0.147919        0.179709        0.147397         1.59756         2.36167            0            0          856.55          229.64                    561437
            127    150.37450000      1.93640000         2.34         3.1e+10          588.84            5.19        0.919533        0.949143          0.9941          1.1264         2.95806         2.77853            0            0          856.55          256.45                    421924
            128    150.35260000      2.00480000         2.21         6.5e+10          501.19            3.94        0.631132        0.657805        0.681439        0.772776         2.07692         2.94491            0            0          856.55          266.84                    464593
            129    149.65340000      1.72310000         2.84         7.1e+10          457.09            2.67        0.444376        0.457061        0.453869        0.523213          2.4507          2.2624            0            0          856.55          223.06                    287250
            130    150.45920000      2.67140000         2.04         5.4e+10          346.74            3.31        0.573752         0.60946         0.63208        0.745284         1.21481         3.18833            0            0          856.55          281.76                    903144
            131    149.99210000      2.69340000         2.12         7.2e+10          660.69            5.47        0.738747        0.767369        0.796433        0.875527            2.25         3.06985            0            0          856.55          274.54                    917423
            132    150.11020000      2.75160000          2.3           1e+11          562.34            3.75        0.517737        0.537021        0.573763        0.609269            4.76         2.82805            0            0          856.55          259.56                    953800
            133    150.29270000      2.54660000          2.6         5.7e+10          467.74            2.89        0.567253        0.584234         0.59741         0.69026         1.28246         2.48854            0            0          856.55          237.93                    821753
            134    149.99800000      2.57820000         2.35         7.2e+10          870.96            5.85         0.80646        0.827648         0.84872        0.927569         1.44444         2.76637            0            0          856.55          255.69                    274938
            135    150.38990000      2.02470000         2.73         8.6e+10          891.25            5.05        0.686653        0.699392        0.702008        0.757742         2.48837         2.36167            0            0          856.55          229.64                    476581
            136    150.16080000      2.15470000          2.3         4.9e+10          363.08            2.81        0.565192        0.591766        0.614221        0.729073         2.32653         2.82805            0            0          856.55          259.56                    562990
            137    149.65880000      2.07200000         2.29         7.2e+10          478.63            3.34         0.55926        0.582203        0.605586        0.684837         4.13889         2.84066            0            0          856.55          260.35                    122443
            138    149.53580000      2.08250000         2.17         8.4e+10          346.74            2.65        0.395593        0.420573        0.454775         0.51339        0.234524         2.99939            1            0          856.55          270.21                    514719
            139    150.26490000      1.80290000         2.36        1.69e+11          478.63            2.78        0.259651        0.272551        0.349874        0.294167         2.98817          2.7543            0            0          856.55          254.93                    338500
            140    150.43840000      1.85610000         2.58        1.23e+11          660.69            3.54        0.461938        0.474239        0.501322        0.511552         4.29268         2.50905            0            0          856.55          239.26                    372039
            141    150.34160000      1.94560000         2.78        3.32e+11          537.03            2.65       0.0011802      0.00750651        0.116492        -0.06162        0.590361         2.31568            0            0          856.55           226.6                    427827
            142    150.63380000      2.57830000         2.67        1.32e+11          741.31            3.92        0.472022        0.483017        0.505782        0.507161             3.5         2.41887            0            0          856.55          233.39                    842737
            143    149.65560000      2.71620000         2.11        2.83e+11          380.19            2.66       0.0495582       0.0605972        0.250709       0.0441407         1.37102         3.08426            0            0          856.55          275.42                    932331
            144    150.14710000      2.73150000         2.42        1.44e+11          660.69             3.7        0.440346        0.453715        0.508163         0.48678             5.5         2.68364            0            0          856.55          250.45                    942076
            145    150.70570000      2.54040000         2.15        1.95e+11          524.81            3.68        0.301997        0.317126        0.437693        0.333682         1.21026         3.02726            0            0          856.55          271.92                    264030
            146    149.98890000      2.05330000         1.92        2.04e+11          575.44            4.98        0.392104         0.41127        0.567003         0.35266         1.55392         3.38056            0            0          856.55          293.34                    495704
            147    149.88930000      2.39640000         2.18        1.06e+11          389.05            2.85        0.366177        0.388044        0.436746        0.459354         2.70755         2.98562            0            0          856.55          269.36                    723263
            148    149.66790000      2.08740000          2.3        1.74e+11          812.83            4.94        0.493363        0.506987        0.594538         0.52872          3.6092         2.82805            0            0          856.55          259.56                    126711
            149    150.17990000      2.08860000         2.32        2.65e+11          467.74            2.71        0.108667        0.117767        0.264116         0.10025         1.12075         2.80311            0            0          856.55             258                    518250
            150    150.49570000      2.11620000         2.21        1.23e+11          501.19            3.44        0.419668        0.438982        0.498047        0.495784         2.17073         2.94491            0            0          856.55          266.84                    135052
            151    149.66580000      1.91390000         1.93        1.46e+11          707.95            6.26        0.588352        0.612757        0.715154        0.583751         1.22603         3.36383            0            0          856.55          292.34                    408649
            152    150.01610000      2.79240000          1.8        1.76e+11          691.83            6.98        0.558949         0.58324        0.727158        0.548172         2.15909         3.59232            0            0          856.55          305.91                    980250
            153    150.60340000      2.53660000          2.1        1.57e+11         1258.93            9.36        0.766615        0.785616         0.88154        0.823105         1.85987         3.09879            0            0          856.55          276.31                    815012
            154    150.03000000      2.16270000         5.89         2.5e+10           54.95            0.46       -0.332542       -0.216534       -0.415269       -0.502022           1.004        0.946247            1            0         1249.14           181.3                    566428
            155    150.39210000      1.99370000            4         2.6e+10           67.61            0.56       -0.162819       -0.135826       -0.133428       -0.122707        0.780769         1.52845            0            0         1249.14          249.83                    457406
            156    150.05980000      1.72170000         4.35         3.1e+10            87.1            0.67       -0.137845      -0.0976867       -0.143892        -0.15374         1.21613         1.38165            0            0         1249.14          233.48                    286380
            157    150.30710000      2.02610000          4.3         4.5e+10          117.49            0.79       -0.134728      -0.0943208       -0.169626       -0.176619        0.535556         1.40116            1            0         1249.14          235.69                    477614
            158    150.13730000      2.49020000         4.16         5.6e+10           79.43             0.5       -0.371368       -0.335201       -0.417163       -0.416017        0.385714         1.45828            1            0         1249.14          242.08                    249399
            159    150.61810000      2.41580000         4.04        1.03e+11          138.04            0.75       -0.334451        -0.29982       -0.421031       -0.418184        0.669903         1.51039            0            0         1249.14          247.84                    735699
            160    150.59200000      2.22510000         4.85         1.6e+10          223.87            2.37        0.476296        0.533249        0.495146        0.458137         1.50625         1.20894            1            0         1249.14          213.53                    608706
            161    149.98270000      2.78210000         4.82         2.4e+10          199.53            1.72        0.285406         0.34421        0.272404        0.236958          0.8625         1.21827            1            0         1249.14          214.63                    972851
            162    150.51890000      2.60970000         4.21         3.3e+10             302            2.27        0.389443        0.424635        0.386229        0.384443        0.675758         1.43744            1            0         1249.14          239.76                    284164
            163    150.14130000      1.88050000         4.71         1.8e+10          109.65            1.08         0.13192        0.183466        0.149773        0.120128         2.06111         1.25353            0            0         1249.14          218.76                    386988
            164    150.33710000      1.67460000         4.59         1.8e+10          208.93            2.09        0.418255        0.464617         0.44361        0.420422         2.67222         1.29397            0            0         1249.14          223.46                    256965
            165    149.34350000      1.78360000         5.59         4.5e+10          354.81            2.35        0.280207        0.385328        0.168459       0.0952396        0.515556         1.01151            1            0         1249.14          189.55                     41128
            166    149.87120000      2.18710000         4.55        3.66e+11             302            1.48       -0.473967        -0.40835       -0.598724       -0.720926       0.0639344         1.30793            1            0         1249.14          225.07                    582526
