# Source_Name              z                      SFR                  lgMstar   LPrmCO10        deltaMS       deltaGas             
  ALMA06                   0.33799999952316284    20.700000762939453   11.1      7.232E9         0.227321      0.20999999344348907  
  ALMA07                   0.3540000021457672     24.299999237060547   11.1      1.7952E10       0.272825      0.5600000023841858   
  ALMA08                   0.3700000047683716     12.699999809265137   10.1      3.296E9         0.56316       1.0700000524520874   
  ALMA09                   0.37299999594688416    15.899999618530273   10.5      3.824E9         0.418441      0.44999998807907104  
  ALMA10                   0.4050000011920929     16.700000762939453   10.5      4.128E9         0.398041      0.44999998807907104  
  ALMA11                   0.42899999022483826    16.299999237060547   10.6      6.24E9          0.296514      0.6100000143051147   
  ALMA12                   0.4699999988079071     27.5                 10.4      5.696E9         0.59646       0.8199999928474426   
  ALMA13                   0.4790000021457672     32.599998474121094   10.6      8.528E9         0.536467      0.8500000238418579   
  ALMA14                   0.4880000054836273     20.299999237060547   10.5      2.8E9           0.38206       0.3499999940395355   
  ALMA15                   0.5099999904632568     23.299999237060547   10.7      9.328E9         0.292268      0.8100000023841858   
  ALMA16                   0.5270000100135803     18.0                 10.6      1.0704E10       0.223316      1.0700000524520874   
  ALMA17                   0.531000018119812      23.0                 10.6      5.84E9          0.325315      0.5099999904632568   
  ALMA18                   0.5899999737739563     28.0                 10.8      7.856E9         0.220093      0.46000000834465027  
  ALMA19                   0.6100000143051147     37.20000076293945    10.0      1.3472E10       0.834376      5.800000190734863    
  ALMA20                   0.6169999837875366     22.100000381469727   10.7      6.832E9         0.153065      0.550000011920929    
  ID-8049                  0.5070000290870667     16.59589958190918    10.97     2.95100006E9    -0.0197235    0.423765             
  ID-5819                  0.5299999713897705     18.19700050354004    10.81     3.388E9         0.0930784     0.194208             
  ID-7691                  0.6370000243186951     34.67369842529297    10.83     6.0259999E9     0.24479       0.213874             
  BzK-4171                 1.465000033378601      95.49929809570312    10.6      2.08899994E10   0.300118      1.31198              
  BzK-12591                1.600000023841858      275.4230041503906    11.0398   3.16199997E10   0.384064      1.09672              
  BzK-25536                1.4589999914169312     28.840299606323242   10.51     1.17499996E10   -0.151943     1.12546              
  BzK-17999                1.5230000019073486     208.92999267578125   10.5899   1.69799997E10   0.624209      1.70257              
  BzK-16000                1.5219999551773071     74.13099670410156    10.63     2.08899994E10   0.145288      4.75152              
  BzK-21000                1.4140000343322754     114.81500244140625   10.89     2.18800005E10   0.191526      1.60654              
  PACS-299                 1.6467000246047974     554.0                10.44     2.75423007E10   1.11283       1.6                  
  PACS-325                 1.6556999683380127     139.0                10.29     1.17490002E10   0.620163      0.964095             
  PACS-819                 1.4449000358581543     783.0                10.61     3.5481301E10    1.21496       1.39354              
  PACS-830                 1.4609999656677246     517.0                10.86     3.89045E10      0.846072      0.859251             
  PACS-867                 1.5672999620437622     358.0                10.67     1.73780009E10   0.782389      0.594456             
  PACS-282                 2.1923999786376953     581.0                10.88     2.75423007E10   0.648202      0.580925             
  PACS-164                 1.648900032043457      358.0                10.28     2.51189002E10   1.04067       2.10921              
  PACS-787                 1.524899959564209      745.5                10.79     5.5811498E10    1.02955       1.44825              
  PACS-197                 1.6016000509262085     386.6000061035156    10.98     4.0531599E10    0.574736      0.679069             
  PACS-491                 1.6358000040054321     217.1999969482422    10.58     1.14537001E10   0.606584      0.482019             
  PACS-224                 1.6826000213623047     336.6000061035156    10.28     1.07210004E10   1.00289       0.900232             
  PACS-251                 1.586300015449524      162.1999969482422    10.28     1.51390003E10   0.718178      1.27121              
  SMMJ030227+000653        1.406000018119812      478.6300048828125    11.6      1.2E10          0.301118      0.030903             
  SMMJ105151+572636        1.5973000526428223     316.2279968261719    11.16     2.4E10          0.356665      0.17378              
  SMMJ105227+572512        2.44320011138916       616.594970703125     11.24     2.70000005E10   0.342632      0.151356             
  SMMJ123549+621536        2.2019999027252197     478.6300048828125    11.2      8.3999998E10    0.317567      0.524807             
  SMMJ123555+620901        1.8641999959945679     912.010986328125     11.11     4.3000001E10    0.759396      0.338844             
  SMMJ123606+621047        2.5053999423980713     630.9569702148438    10.3      2.8E10          1.0664        1.38038              
  SMMJ123618+621550        1.996399998664856      776.2470092773438    10.71     4.4999999E10    0.952118      0.851138             
  SMMJ123634+621241        1.2244999408721924     363.0780029296875    10.82     3.5000001E10    0.834985      0.537032             
  SMMJ123707+621408        2.486999988555908      380.1889953613281    11.19     6.4E10          0.162324      0.40738              
  SMMJ123711+621325        1.9951000213623047     660.6929931640625    10.47     8.0E10          1.06373       2.69153              
  SMMJ123712+621322        1.996399998664856      269.15301513671875   11.19     4.9999999E10    0.129553      0.323594             
  SMMJ131201+424208        3.4079999923706055     870.9639892578125    10.96     1.43999992E11   0.566212      1.54882              
  SMMJ163650+405734        2.3833999633789062     1698.239990234375    10.99     1.12E11         0.987534      1.14815              
  SMMJ163658+410523        2.4546000957489014     741.3099975585938    11.01     8.9999999E10    0.597672      0.870964             
  SMMJ163658+405728        1.1928000450134277     109.64800262451172   10.89     1.90000005E10   0.282701      0.239883             
  SMMJ163706+405313        2.3773999214172363     562.3410034179688    11.13     3.6999999E10    0.401133      0.269153             
  SMMJ221804+002154        2.5165998935699463     316.2279968261719    10.79     9.3999997E10    0.385701      1.51356              
  SMMJ221735+001537        3.096299886703491      616.594970703125     10.51     6.2999998E10    0.807263      1.94984              
  SMMJ123632+620800        1.9938000440597534     457.0880126953125    10.41     7.0000001E10    0.949382      2.69153              
  SMMJ131208+424129        1.5432000160217285     229.08700561523438   10.86     2.49999995E10   0.458523      0.338844             
  SMMJ131232+423949        2.3297998905181885     691.8309936523438    10.13     1.08000002E11   1.26889       7.94328              
  SMMJ163639+405635        1.4882999658584595     398.10699462890625   10.59     1.69999995E10   0.917915      0.436516             
  SMMJ221737+001025        2.6149001121520996     1047.1300048828125   11.57     2.0E10          0.28318       0.0524807            
  EGS12004280              1.0230000019073486     100.0                10.6128   1.23437005E10   0.538234      1.70732              
  EGS12004351              1.0169999599456787     150.0                10.9031   2.49999995E10   0.517376      1.75                 
  EGS12004754              1.0260000228881836     53.0                 10.9685   7.3437501E9     0.0142622     0.44086              
  EGS12007881              1.159999966621399      94.0                 10.716    1.32812001E10   0.35714       1.44231              
  EGS12011767              1.281999945640564      76.0                 10.4472   5.9375002E9     0.392407      1.17857              
  EGS12012083              1.11899995803833       137.0                11.0414   2.65625006E10   0.316071      1.36364              
  EGS12015684              1.3739999532699585     113.0                10.6628   9.0625004E9     0.366994      1.1087               
  EGS12020405              1.378999948501587      163.0                10.6128   1.87499991E10   0.559929      2.68293              
  EGS12023832              1.3509999513626099     115.0                10.7709   5.9375002E9     0.307299      0.576271             
  EGS12024462              1.3980000019073486     78.0                 10.7782   9.0625004E9     0.11179       0.85                 
  EGS12024866              1.0019999742507935     31.0                 10.3979   5.78125E9       0.191409      1.28                 
  EGS12028325              1.159000039100647      89.0                 10.415    2.81249997E9    0.546168      0.615385             
  EGS13003805              1.2300000190734863     200.0                11.2304   3.7499998E10    0.281298      1.23529              
  EGS13004291              1.1449999809265137     630.0                10.9685   6.25E10         1.01419       3.76344              
  EGS13004661              1.1920000314712524     60.0                 10.4771   5.78125E9       0.31351       1.1                  
  EGS13004684              1.0140000581741333     42.0                 11.0414   1.48437002E10   -0.129064     0.754545             
  EGS13011148              1.1729999780654907     52.0                 11.0414   8.1250002E9     -0.137019     0.418182             
  EGS13011155              1.0119999647140503     201.0                11.0792   2.03125002E10   0.526141      0.916667             
  EGS13011166              1.5290000438690186     373.0                11.0792   4.53125E10      0.515517      2.16667              
  EGS13011439              1.0989999771118164     63.0                 10.9191   1.03125002E10   0.0767048     0.698795             
  EGS13017614              1.1799999475479126     88.0                 11.1139   2.03125002E10   0.0361179     0.846154             
  EGS13017707              1.0369999408721924     351.0                10.8692   1.71875E10      0.896796      1.27027              
  EGS13017843              1.0520000457763672     35.0                 10.6021   9.8437499E9     0.0715365     1.4                  
  EGS13017973              1.031000018119812      55.0                 10.6435   5.78125E9       0.252261      0.75                 
  EGS13018076              1.2269999980926514     71.0                 11.0      1.87500006E9    -0.00300789   0.11                 
  EGS13018312              1.1050000190734863     35.0                 10.8325   1.14061998E10   -0.121654     0.955882             
  EGS13018632              1.2289999723434448     82.0                 10.716    6.0937498E9     0.260312      0.653846             
  EGS13019114              1.1050000190734863     47.0                 10.8195   9.5312497E9     0.0154524     0.818182             
  EGS13019128              1.350000023841858      87.0                 10.6435   7.6562499E9     0.278323      0.977273             
  EGS13026117              1.2410000562667847     113.0                11.1139   2.49999995E10   0.110074      1.07692              
  EGS13033624              1.3170000314712524     148.0                10.9494   1.56249999E10   0.304998      0.988764             
  EGS13033731              1.3170000314712524     28.0                 10.4472   7.1875E9        -0.0576936    1.42857              
  EGS13034445              1.1679999828338623     35.0                 11.0792   5.78125E9       -0.332698     0.275                
  EGS13034339              1.440000057220459      86.0                 10.8195   9.3749996E9     0.10558       0.80303              
  EGS13034541              1.4420000314712524     183.0                10.9685   1.42186998E10   0.324477      0.860215             
  EGS13034542              1.434999942779541      61.0                 10.716    2.81249997E9    0.0337576     0.307692             
  EGS13035123              1.1150000095367432     87.0                 11.1761   1.56249999E10   0.0269132     0.6                  
  EGS13042293              1.3930000066757202     55.0                 10.5911   4.6874998E9     0.097593      0.666667             
  zC406690                 2.196000099182129      480.0                10.6021   1.46875003E10   0.776473      2.05                 
  HDFBX1439                2.187000036239624      80.0                 10.7559   6.2499999E9     -0.116952     0.631579             
  Q1623BX453               2.181999921798706      246.0                10.4771   1.56249999E10   0.584587      2.96667              
  Q1623BX599               2.3299999237060547     131.0                10.7559   8.9062502E9     0.0657999     0.877193             
  Q1700MD94                2.3329999446868896     271.0                11.1761   5.78125E10      0.0583408     2.2                  
  Q1700MD69                2.2890000343322754     164.0                11.2788   1.71875E10      -0.228534     0.505263             
  Q1700MD174               2.3399999141693115     159.0                11.3802   2.96875008E10   -0.331492     0.708333             
  Q1700BX561               2.434000015258789      17.0                 11.0792   5.9375002E9     -1.09108      0.283333             
  Q1700BX691               2.188999891281128      50.0                 10.8808   7.3437501E9     -0.416825     0.539474             
  Q2343BX610               2.2109999656677246     212.0                11.0      4.0625E10       0.114402      2.3                  
  Q2343BX513               2.1089999675750732     28.0                 10.4314   5.6249999E9     -0.307723     1.18519              
  Q2343BX442               2.174999952316284      145.0                11.0792   1.09374996E10   -0.102305     0.516667             
  Q2343MD59                2.010999917984009      26.0                 10.8808   9.6875004E10    -0.655898     1.25                 
  Q2346BX482se             2.2639999389648438     34.0                 9.77815   1.43750001E10   0.242336      13.5                 
  PEPJ123712+621753        1.2489999532699585     43.6515998840332     10.62     4.2E9           0.0444904     0.463455             
  PEPJ123709+621507        1.2239999771118164     38.01890182495117    10.36     7.5000003E9     0.18203       1.50598              
  PEPJ123759+621732        1.0839999914169312     28.840299606323242   10.58     9.2999997E9     -0.0165714    1.12523              
  PEPJ123721+621346        1.0210000276565552     44.668399810791016   10.53     7.2999997E9     0.246802      0.991016             
  PEPJ123615+621008        1.0269999504089355     60.25600051879883    10.9      7.9000003E9     0.11675       0.457493             
  PEPJ123634+620627        1.215000033378601      89.1250991821289     11.06     7.1000003E9     0.0597846     0.284457             
  PEPJ123633+621005        1.0160000324249268     74.13099670410156    10.97     1.44E10         0.165685      0.709774             
  PEPJ123646+621141        1.0160000324249268     40.737998962402344   11.06     7.4E9           -0.156554     0.296476             
  PEPJ123750+621600        1.1699999570846558     38.01890182495117    11.31     1.29999995E10   -0.460871     0.292888             
  D49                      2.8459999561309814     602.5599975585938    11.28     8.5109998E10    0.228496      1.5614900588989258   
  HFLS3                    6.336900234222412      2900.0               10.5682   9.6999997E10    1.23701       2.810810089111328    
  ALESS73.1                4.755000114440918      590.0                10.4914   2.38000005E10   0.669771      0.8387100100517273   
  HATLAS-J114637.9-001132  3.259000062942505      2000.0               10.5441   6.4E11          1.27255       2.1142899990081787   
  AzTEC-3                  5.297999858856201      1100.0               10.1761   6.5999999E10    1.17081       3.533329963684082    
  CRLE                     5.666999816894531      1550.0               10.7959   8.3000001E10    0.801472      1.1200000047683716   
